NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT00403949,A Study of Azelaic Acid (AzA) 15% in Topical Treatment of Mild to Moderate Perioral Dermatitis,https://clinicaltrials.gov/study/NCT00403949,,COMPLETED,NO,DRUG: Azelaic acid 15% gel|DRUG: Non-active base from azelaic acid 15% gel,LEO Pharma,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,48,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2006-11,2007-03,2007-03,2006-11-27,,2023-06-09
NCT00403793,Hormonal Contraception in Healthy Young Men (P42306)(COMPLETED)(P06057),https://clinicaltrials.gov/study/NCT00403793,,COMPLETED,NO,DRUG: etonogestrel with testosterone undecanoate|DRUG: Placebo,Organon and Co,Bayer,MALE,ADULT,PHASE2,350,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2003-10,2006-12,2006-12,2006-11-27,,2022-02-04
NCT00403767,An Efficacy and Safety Study of Rivaroxaban With Warfarin for the Prevention of Stroke and Non-Central Nervous System Systemic Embolism in Patients With Non-Valvular Atrial Fibrillation,https://clinicaltrials.gov/study/NCT00403767,,COMPLETED,YES,DRUG: Rivaroxaban|DRUG: Warfarin|DRUG: Matching placebo for Rivaroxaban arm (Warfarin placebo)|DRUG: Matching placebo for Warfarin arm (Rivaroxaban placebo),"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,14269,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2006-12,2010-09,2010-09,2006-11-27,2012-07-17,2014-04-29
NCT00402597,Rivaroxaban in Combination With Aspirin Alone or With Aspirin and a Thienopyridine in Patients With Acute Coronary Syndromes (The ATLAS ACS TIMI 46 Trial),https://clinicaltrials.gov/study/NCT00402597,,COMPLETED,YES,DRUG: Rivaroxaban/Placebo|DRUG: Placebo|DRUG: Rivaroxaban,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,3490,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-11,2008-10,2008-10,2006-11-22,2012-08-29,2012-10-04
NCT00390611,Paclitaxel and Carboplatin With Or Without Sorafenib In The First-Line Treatment Of Patients With Ovarian Cancer,https://clinicaltrials.gov/study/NCT00390611,,COMPLETED,YES,DRUG: Sorafenib|DRUG: Paclitaxel|DRUG: Carboplatin,"SCRI Development Innovations, LLC",Bayer,FEMALE,"ADULT, OLDER_ADULT",PHASE2,85,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2006-10,2012-07,2014-04,2006-10-20,2014-12-22,2014-12-22
NCT00381004,FCR Plus Sargramostim (GM-CSF) as Frontline Therapy for Symptomatic Chronic Lymphocytic Leukemia,https://clinicaltrials.gov/study/NCT00381004,,COMPLETED,YES,DRUG: Cyclophosphamide|DRUG: Fludarabine|DRUG: Sargramostim|DRUG: Rituximab,M.D. Anderson Cancer Center,Bayer,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-09,2014-12,2014-12,2006-09-27,2015-08-14,2016-01-14
NCT00376077,A Randomized Study of IVIG vs. IVIG With High Dose Methylprednisolone in Childhood ITP.,https://clinicaltrials.gov/study/NCT00376077,,COMPLETED,NO,DRUG: Methylprednisolone and IVIG|DRUG: Placebo and IVIG,The Hospital for Sick Children,Bayer,ALL,CHILD,PHASE3,32,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2005-08,2016-03,2016-04,2006-09-14,,2016-05-09
NCT00373373,Efficacy of Sorafenib Added to Standard Primary Therapy in Elderly Patients With Newly Diagnosed AML,https://clinicaltrials.gov/study/NCT00373373,,COMPLETED,NO,DRUG: Sorafenib|DRUG: Placebo,University Hospital Muenster,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,200,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-09,2009-07,2009-07,2006-09-08,,2009-08-19
NCT00323557,Immuno-Augmentation With GM-CSF of Pneumococcal Vaccine in Chronic Lymphocytic Leukemia Patients,https://clinicaltrials.gov/study/NCT00323557,,COMPLETED,YES,DRUG: Sargramostim (GM-CSF)|BIOLOGICAL: Pneumococcal Vaccine,M.D. Anderson Cancer Center,Bayer,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,39,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2004-06,2011-05,2011-05,2006-05-09,2012-05-02,2012-12-05
NCT00323323,CHOP and Campath-1H in Previously Untreated Aggressive T/NK-Cell Lymphomas,https://clinicaltrials.gov/study/NCT00323323,,COMPLETED,NO,DRUG: CHOP|DRUG: Alemtuzumab|PROCEDURE: Plasma Samples,Ohio State University Comprehensive Cancer Center,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,24,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-03,2012-08,2016-10,2006-05-09,,2017-01-20
NCT00320775,Safety and Tolerability Study of Intravitreal VEGF-Trap Administration in Patients With Neovascular AMD,https://clinicaltrials.gov/study/NCT00320775,,COMPLETED,NO,DRUG: VEGF Trap,Regeneron Pharmaceuticals,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,51,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2005-06,2008-06,2008-08,2006-05-03,,2015-03-18
NCT00320788,Safety and Efficacy of Repeated Intravitreal Administration of Vascular Endothelial Growth Factor (VEGF) Trap in Patients With Wet Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00320788,,COMPLETED,YES,"BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)",Regeneron Pharmaceuticals,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,159,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2006-04,2008-06,2008-08,2006-05-03,2012-03-01,2012-03-01
NCT00256282,Docetaxel and Vinorelbine Plus Sargramostim in Metastatic Malignant Melanoma,https://clinicaltrials.gov/study/NCT00256282,,COMPLETED,YES,DRUG: Vinorelbine|DRUG: Docetaxel|DRUG: Sargramostim,John P. Fruehauf,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,52,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2003-04,2012-08,2012-08,2005-11-21,2018-05-03,2018-05-03
NCT00244023,Co-Administering Testosterone With PDE5 Inhibitors in ED Patients Non Responders to PDE5 Inhibitors Alone,https://clinicaltrials.gov/study/NCT00244023,,COMPLETED,NO,DRUG: Testosterone gel|DRUG: testosterone|OTHER: placebo gel,SELARL du Dr Jacques BUVAT,Bayer,MALE,"ADULT, OLDER_ADULT",PHASE3,173,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-10,2007-07,2007-07,2005-10-25,,2008-08-25
NCT00230282,"Phase 2 Fludarabine, Cytoxan and FCCAM <Alemtuzumab> in Untreated B-Cell Chronic Lymphocytic Leukemia",https://clinicaltrials.gov/study/NCT00230282,,COMPLETED,YES,DRUG: Alemtuzumab|DRUG: Fludarabine|DRUG: Cytoxan,Steven E. Coutre,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,25,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-07,2010-12,2011-10,2005-09-30,2014-09-08,2014-10-06
NCT00193466,Rituximab and Fludarabine Followed by CAMPATH-1H in Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,https://clinicaltrials.gov/study/NCT00193466,,COMPLETED,NO,DRUG: Rituximab|DRUG: Fludarabine|DRUG: CAMPTH-1H,"SCRI Development Innovations, LLC",Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,40,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2002-01,2007-01,2008-04,2005-09-19,,2010-12-30
NCT00171587,"Study of the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Effects of Vatalanib in Combination With Capecitabine in Patients With Advanced Cancer",https://clinicaltrials.gov/study/NCT00171587,,COMPLETED,NO,DRUG: PTK787/ZK 222584 (vatalanib),Novartis,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,22,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2002-05,2007-03,2007-03,2005-09-15,,2009-11-19
NCT00161590,"Study of CHOP + Campath for T-Cell, Null Cell, or Natural Killer (NK)-Cell Lymphoma",https://clinicaltrials.gov/study/NCT00161590,,COMPLETED,NO,DRUG: CHOP and alemtuzumab,Weill Medical College of Cornell University,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-07,,,2005-09-12,,2008-10-22
NCT00137787,Comparing Ciprofloxacin (CPFX) With Cefepime (CFPM) in Febrile Neutropenic Patients With Hematologic Diseases,https://clinicaltrials.gov/study/NCT00137787,,COMPLETED,NO,DRUG: ciprofloxacin|DRUG: cefepime,Center for Supporting Hematology-Oncology Trials,Bayer,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,51,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2005-04,2009-12,2010-05,2005-08-30,,2018-06-26
NCT00117299,PTK787/ZK222584 in the Treatment of Metastatic Gastrointestinal Stromal Tumors Resistant to Imatinib,https://clinicaltrials.gov/study/NCT00117299,,COMPLETED,NO,DRUG: PTK787/ZK222584,University of Helsinki,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-09,2007-09,2009-01,2005-07-06,,2010-05-27
NCT00071396,Campath-1H Plus Rituximab for CD52- and CD20- Positive Refractory or Relapsed Chronic Lymphoid Disorders,https://clinicaltrials.gov/study/NCT00071396,,COMPLETED,YES,DRUG: Campath-1H|DRUG: Rituximab,M.D. Anderson Cancer Center,Bayer,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,48,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2002-10,2006-09,2007-08,2003-10-22,2011-02-25,2012-08-07
NCT00056459,Study of Oxaliplatin/5-FU/Leucovorin Plus Vatalanib Versus Oxaliplatin/5-FU/Leucovorin in Patients With Metastatic Colorectal Cancer.,https://clinicaltrials.gov/study/NCT00056459,,COMPLETED,NO,DRUG: Vatalanib,Novartis,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,1168,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,2003-02,2007-01,,2003-03-14,,2020-02-10
NCT00056446,Study of Oxaliplatin/5-FU/Leucovorin Plus Vatalanib Versus Oxaliplatin/5-FU/Leucovorin in Patients With Previously Treated Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT00056446,,COMPLETED,NO,DRUG: Vatalanib,Novartis Pharmaceuticals,Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,855,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,2003-01,2007-01,2007-01,2003-03-14,,2017-03-06
NCT00050778,"A Phase II Study Comparing Low- and High-Dose Alemtuzumab and High-Dose Rebif® in Patients With Early, Active Relapsing-Remitting Multiple Sclerosis",https://clinicaltrials.gov/study/NCT00050778,,COMPLETED,YES,BIOLOGICAL: Interferon beta-1a|BIOLOGICAL: Alemtuzumab 12 mg|BIOLOGICAL: Alemtuzumab 24 mg,"Genzyme, a Sanofi Company",Bayer,ALL,ADULT,PHASE2,334,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2002-12,2007-09,2010-01,2002-12-23,2009-08-25,2015-01-08
NCT00031096,Comparison of Efficacy and Safety of Azelaic Acid 15% Gel With Its Vehicle in Subjects With Mild to Moderate Acne,https://clinicaltrials.gov/study/NCT00031096,,COMPLETED,NO,"DRUG: Azelaic Acid Gel 15% (Finacea, BAY39-6251)|DRUG: Vehicle gel (SH H 655 PBA)",LEO Pharma,Bayer,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,879,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2002-01,2002-07,2002-07,2002-02-22,,2023-06-09
NCT02903160,"Prostate Cancer Intensive, Non-Cross Reactive Therapy (PRINT) for Castration Resistant Prostate Cancer (CRPC)",https://clinicaltrials.gov/study/NCT02903160,,COMPLETED,YES,DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: Radium-223 dichloride|DRUG: cabazitaxel|DRUG: Carboplatin|DRUG: Enzalutamide,Icahn School of Medicine at Mount Sinai,Sanofi|Bayer,MALE,"ADULT, OLDER_ADULT",PHASE2,40,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-01-13,2021-11-15,2021-11-15,2016-09-16,2024-02-07,2024-02-07
NCT02463799,Study of Sipuleucel-T W/ or W/O Radium-223 in Men With Asymptomatic or Minimally Symptomatic Bone-MCRPC,https://clinicaltrials.gov/study/NCT02463799,,COMPLETED,YES,DRUG: Radium-223|BIOLOGICAL: Sipuleucel-T,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Dendreon|Bayer,MALE,"ADULT, OLDER_ADULT",PHASE2,36,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-02-22,2019-12-12,2019-12-12,2015-06-04,2021-07-08,2021-07-08
NCT02164240,Phase Ib Study of SUnitinib Alternating With REgorafenib in Patients With Metastatic and/or Unresectable GIST,https://clinicaltrials.gov/study/NCT02164240,SURE,COMPLETED,YES,DRUG: Sunitinib|DRUG: Regorafenib,Dana-Farber Cancer Institute,Bayer|Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE1,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-07,2016-12,2021-05,2014-06-16,2019-09-12,2021-06-14
NCT00997022,Trial of Sorafenib in Hepatocellular Cancer (HCC) Transplant Patients,https://clinicaltrials.gov/study/NCT00997022,,COMPLETED,NO,DRUG: Sorafenib,Columbia University,Bayer|Amgen,ALL,"ADULT, OLDER_ADULT",PHASE1,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-05,2015-05,2015-05,2009-10-16,,2015-08-10
NCT00942682,Sorafenib in Combination With RAD001 in Patients With Advanced Neuroendocrine Tumors,https://clinicaltrials.gov/study/NCT00942682,,COMPLETED,NO,DRUG: Sorafenib|DRUG: RAD001,Dana-Farber Cancer Institute,Novartis|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1,21,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-07,2013-03,2013-03,2009-07-21,,2014-04-29
NCT02459119,Study of Regorafenib for Urothelial Cancer Following Chemotherapy (UAB 1477),https://clinicaltrials.gov/study/NCT02459119,,COMPLETED,YES,DRUG: Regorafenib,University of Alabama at Birmingham,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",ALL,"ADULT, OLDER_ADULT",PHASE2,17,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-05,2019-02,2020-04,2015-06-01,2020-04-15,2020-08-06
NCT00634751,"CO07204-Phase I/II of Oxaliplatin, Capecitabine & Sorafenib for Advanced Pancreatic & Biliary Carcinoma",https://clinicaltrials.gov/study/NCT00634751,,COMPLETED,YES,DRUG: Oxaliplatin|DRUG: Capecitabine|DRUG: Sorafenib,"University of Wisconsin, Madison",Bayer|Sanofi,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,48,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-02,2010-07,2010-07,2008-03-13,2017-08-08,2019-11-26
NCT00589420,Sorafenib and Docetaxel in Patients With Prostate Cancer That Did Not Respond to Previous Hormone Therapy,https://clinicaltrials.gov/study/NCT00589420,,COMPLETED,YES,DRUG: docetaxel|DRUG: sorafenib tosylate,Abramson Cancer Center at Penn Medicine,Sanofi|Bayer,MALE,"ADULT, OLDER_ADULT",PHASE2,18,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-07-27,2010-02-02,2011-02-02,2008-01-09,2022-02-17,2022-02-17
NCT00534287,Comparison of Two Antibiotic Regimen (Meropenem Versus Meropenem+Moxifloxacin)in the Treatment of Severe Sepsis and Septic Shock,https://clinicaltrials.gov/study/NCT00534287,MaxSep,COMPLETED,NO,"DRUG: meropenem|DRUG: meropenem, moxifloxacin",Kompetenznetz Sepsis,AstraZeneca|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE3,600,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-10,2010-04,2010-06,2007-09-24,,2012-06-29
NCT00456716,Sorafenib in BAC or Never-Smokers With Lung Adenocarcinoma,https://clinicaltrials.gov/study/NCT00456716,,COMPLETED,NO,DRUG: sorafenib,Swedish Medical Center,Bayer|Amgen,ALL,"ADULT, OLDER_ADULT",PHASE2,5,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-03,2008-12,2008-12,2007-04-05,,2010-03-04
NCT00445042,Safety and Toxicity Study of Sorafenib in Patients With Kidney Cancer,https://clinicaltrials.gov/study/NCT00445042,,COMPLETED,NO,DRUG: Sorafenib,The Methodist Hospital Research Institute,Bayer|Amgen,ALL,"ADULT, OLDER_ADULT",PHASE2,71,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-11,2008-09,2008-10,2007-03-08,,2016-03-17
NCT00418496,Interleukin-2 With Sorafenib (BAY 43-9006) for Unresectable or Metastatic Clear Cell Renal Carcinoma (RCC) and Metastatic Melanoma,https://clinicaltrials.gov/study/NCT00418496,,COMPLETED,NO,DRUG: Aldesleukin|DRUG: Sorafenib,Ohio State University Comprehensive Cancer Center,Bayer|Novartis,ALL,"ADULT, OLDER_ADULT",PHASE1,17,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-11-08,2013-02-28,2013-10,2007-01-04,,2017-02-20
NCT00392821,Dosing and Effectiveness Study of Sorafenib and RAD001 in the Treatment of Patients With Advanced Kidney Cancer,https://clinicaltrials.gov/study/NCT00392821,,COMPLETED,YES,DRUG: Sorafenib|DRUG: RAD001,"SCRI Development Innovations, LLC",Novartis|Bayer,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,78,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-12,2013-10,2013-10,2006-10-26,2014-03-26,2022-06-06
NCT00142272,Single Dose Ciprofloxacin in the Treatment of Childhood Cholera:Randomized Controlled Clinical Trial,https://clinicaltrials.gov/study/NCT00142272,,COMPLETED,NO,DRUG: Ciprofloxacin,"International Centre for Diarrhoeal Disease Research, Bangladesh",Bayer|NEMC,MALE,CHILD,PHASE3,180,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2001-05,,2002-07,2005-09-02,,2022-02-11
NCT00383994,"Immunotherapy With NK Cell, Rituximab and Rhu-GMCSF in Non-Myeloablative Allogeneic Stem Cell Transplantation",https://clinicaltrials.gov/study/NCT00383994,,COMPLETED,NO,DRUG: GM-CSF|DRUG: Rituximab|BIOLOGICAL: NK Cell Infusion,M.D. Anderson Cancer Center,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,6,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-09,2019-07-22,2019-07-22,2006-10-04,,2019-07-31
NCT00328198,"Subcutaneous Alemtuzumab (CAMPATH®, MabCampath®) in Relapsed/Refractory B-Cell Chronic Lymphocytic Leukemia",https://clinicaltrials.gov/study/NCT00328198,,COMPLETED,YES,BIOLOGICAL: Alemtuzumab|BIOLOGICAL: Alemtuzumab,"Genzyme, a Sanofi Company","Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",ALL,"ADULT, OLDER_ADULT",PHASE2,86,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-05,2011-08,2011-08,2006-05-19,2012-08-10,2014-03-13
NCT03522259,Rivaroxaban as Thrombosis Prophylaxis in Bariatric Surgery,https://clinicaltrials.gov/study/NCT03522259,BARIVA,COMPLETED,NO,DRUG: Rivaroxaban 10 MG Oral Tablet [Xarelto],"Insel Gruppe AG, University Hospital Bern",Bayer|Janssen Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,272,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2018-07-19,2023-12-31,2023-12-31,2018-05-11,,2024-11-13
NCT02926222,Regorafenib in Relapsed Glioblastoma,https://clinicaltrials.gov/study/NCT02926222,REGOMA,COMPLETED,NO,DRUG: Regorafenib|DRUG: Lomustine,Istituto Oncologico Veneto IRCCS,BAYER S.p.A. - Italia,ALL,"ADULT, OLDER_ADULT",PHASE2,119,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2015-11,2017-07,2021-06,2016-10-06,,2022-09-09
NCT01126645,Sorafenib and Micro-therapy Guided by Primovist Enhanced MRI in Patients With Inoperable Liver Cancer,https://clinicaltrials.gov/study/NCT01126645,SORAMIC,COMPLETED,NO,PROCEDURE: RFA|PROCEDURE: Radioembolization (SIRT),University of Magdeburg,Bayer|Sirtex Medical,ALL,"ADULT, OLDER_ADULT",PHASE2,529,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2010-12,2018-01-25,2018-12-31,2010-05-20,,2019-05-31
NCT00696696,Study of Gemcitabine and Erlotinib Plus Sorafenib (GES) in Metastatic Pancreatic Cancer,https://clinicaltrials.gov/study/NCT00696696,,COMPLETED,YES,DRUG: Gemcitabine|DRUG: Erlotinib|DRUG: Sorafenib,NYU Langone Health,Bayer|OSI Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-09,2010-11,2013-06,2008-06-13,2011-12-21,2016-06-30
NCT00616564,Phase II Trial of (IL-2) With Priming and (GM-CSF) in Patients With Advanced Melanoma,https://clinicaltrials.gov/study/NCT00616564,,COMPLETED,NO,DRUG: GM-CSF,"Mt. Sinai Medical Center, Miami",Bayer|Chiron Corporation,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,36,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-02,2009-09,2009-09,2008-02-15,,2012-05-03
NCT00609804,Sorafenib and Erlotinib or Sorafenib Alone in Advanced Non-Small Cell Lung Cancer Progressing on Erlotinib,https://clinicaltrials.gov/study/NCT00609804,,COMPLETED,YES,DRUG: Sorafenib|DRUG: Erlotinib,"SCRI Development Innovations, LLC",Bayer|OSI Pharmaceuticals,ALL,"ADULT, OLDER_ADULT",PHASE2,53,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2008-03,2012-05,2014-11,2008-02-07,2015-06-02,2016-04-08
NCT00597493,Ph. 2 Sorafenib + Protracted Temozolomide in Recurrent GBM,https://clinicaltrials.gov/study/NCT00597493,,COMPLETED,YES,DRUG: Sorafenib and Temozolomide,Duke University,Bayer|Schering-Plough,ALL,"ADULT, OLDER_ADULT",PHASE2,32,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-09,2009-02,2010-12,2008-01-18,2013-06-24,2013-06-24
NCT00572078,Sorafenib and Bevacizumab in Combination With Paclitaxel in Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT00572078,,COMPLETED,NO,DRUG: Sorafenib,Safi Shahda,"Genentech, Inc.|Bayer",ALL,"ADULT, OLDER_ADULT",PHASE1,27,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-01-23,2011-01-04,2014-09-14,2007-12-12,,2017-09-25
