NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT00629135,Moxifloxacin Plus Metronidazole Versus Piperacillin/Tazobactam for the Treatment of Patients With Intra-abdominal Abscesses,https://clinicaltrials.gov/study/NCT00629135,MEMO,COMPLETED,NO,"Abscess, Intra-Abdominal",DRUG: Moxifloxacin/Metronidazole or Piperacillin/Tazobactam,Hannover Medical School,Bayer,INTERVENTIONAL,2005-11-15,2011-08-15,2011-08-15,2008-03-05,,2018-07-24
NCT00617903,Exploration of Safety and Efficacy of AzA 15% Foam Twice a Day in Rosacea,https://clinicaltrials.gov/study/NCT00617903,,COMPLETED,YES,Papulopustular Rosacea,DRUG: Azelaic acid|DRUG: Vehicle foam,LEO Pharma,Bayer,INTERVENTIONAL,2008-01,2008-06,2008-06,2008-02-18,2013-07-04,2020-04-07
NCT00613145,Study of the Pharmacokinetics/Safety of Sorafenib + Capecitabine in Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT00613145,,COMPLETED,NO,Refractory Malignancy,DRUG: Capecitabine and Sorafenib|DRUG: Capecitabine and Sorafenib,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2008-02,2009-05,2010-05,2008-02-12,,2013-02-04
NCT00607854,Safety of Ibritumomab Tiuxetan (Zevalin®) in Combination With a Fludarabine-based Reduced Intensity Conditioning (RIC) Regimen (ZEVALLO 2007),https://clinicaltrials.gov/study/NCT00607854,ZEVALLO,COMPLETED,NO,Diffuse Large B-Cell Lymphoma|Mantle Cell Lymphoma,DRUG: Ibritumomab Tiuxetan (Zevalin),"University Hospital, Bordeaux",Bayer,INTERVENTIONAL,2008-02,2011-02,2011-11,2008-02-06,,2016-10-05
NCT00606866,MRI Study of BAY 43-9006 in Metastatic Renal Cell Carcinoma,https://clinicaltrials.gov/study/NCT00606866,MRI,COMPLETED,NO,Metastatic Renal Cell Carcinoma,DRUG: placebo|DRUG: Sorafenib|DRUG: Sorafenib,University of Chicago,Bayer,INTERVENTIONAL,2004-07,2007-01,2008-06,2008-02-05,,2023-11-29
NCT00601003,Study of Nifurtimox to Treat Refractory or Relapsed Neuroblastoma or Medulloblastoma,https://clinicaltrials.gov/study/NCT00601003,,COMPLETED,YES,Neuroblastoma|Medulloblastoma,DRUG: Nifurtimox|DRUG: Cyclophosphamide|DRUG: Topotecan,Giselle Sholler,Bayer,INTERVENTIONAL,2008-01-14,2020-04-28,2022-10-28,2008-01-25,2022-12-29,2024-08-06
NCT00600015,Sorafenib/Erlotinib Versus Erlotinib Alone in Previously Treated Advanced Non-Small-Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00600015,,COMPLETED,YES,Non-Small Cell Lung Cancer,DRUG: Erlotinib + Sorafenib|DRUG: Erlotinib + Placebo,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2008-02,2009-02,2009-02,2008-01-24,2012-09-21,2022-03-10
NCT00598507,Phase II Trial Of ZK-EPO (ZK 219477) (Sagopilone) In Metastatic Melanoma,https://clinicaltrials.gov/study/NCT00598507,,COMPLETED,YES,Melanoma,DRUG: ZK-EPO,H. Lee Moffitt Cancer Center and Research Institute,Bayer,INTERVENTIONAL,2007-05,2013-01,2013-01,2008-01-22,2013-11-15,2013-12-11
NCT00560430,Regulation of Inflammatory Parameters by Telmisartan in Hypertensive Patients,https://clinicaltrials.gov/study/NCT00560430,METATEL,COMPLETED,NO,Hypertension|Metabolic Syndrome|Hypertriglyceridemia,DRUG: telmisartan|DRUG: telmisartan|DRUG: placebo,Ludwig-Maximilians - University of Munich,Bayer,INTERVENTIONAL,2007-11,2009-09,2009-10,2007-11-19,,2010-07-15
NCT00548899,Neoadjuvant Chemotherapy Including Sorafenib in Women With Previously Untreated Primary Breast Cancer,https://clinicaltrials.gov/study/NCT00548899,SOFIA,COMPLETED,NO,Breast Cancer,DRUG: Nexavar (Sorafenib),German Breast Group,Bayer,INTERVENTIONAL,2007-11,2011-09,2011-12,2007-10-24,,2015-03-09
NCT00548847,"Immunotherapy for Acute Myeloid Leukemia (AML), Acute Lymphoblastic Leukemia (ALL), Blast Phase Chronic Myelogenous Leukemia (BP CML), and Myelodysplastic Syndrome (MDS) Relapse After Allogeneic Transplantation",https://clinicaltrials.gov/study/NCT00548847,,COMPLETED,YES,Leukemia,BIOLOGICAL: GM-CSF|BIOLOGICAL: Interferon-α-2b,Emory University,Bayer,INTERVENTIONAL,2007-01,2015-03,2015-03,2007-10-24,2016-08-18,2016-10-26
NCT00548405,"Comparison of Alemtuzumab and Rebif® Efficacy in Multiple Sclerosis, Study Two",https://clinicaltrials.gov/study/NCT00548405,CARE-MS II,COMPLETED,YES,"Multiple Sclerosis, Relapsing-Remitting",BIOLOGICAL: Alemtuzumab 12 mg|BIOLOGICAL: Alemtuzumab 24 mg|BIOLOGICAL: Interferon beta-1a,"Genzyme, a Sanofi Company",Bayer,INTERVENTIONAL,2007-10,2011-09,2011-09,2007-10-24,2015-01-08,2017-04-17
NCT00544817,Radiation Therapy and Temozolomide Followed by Temozolomide Plus Sorafenib for Glioblastoma Multiforme,https://clinicaltrials.gov/study/NCT00544817,,COMPLETED,YES,Glioblastoma Multiforme,RADIATION: Radiation Therapy|DRUG: Temozolomide|DRUG: Sorafenib,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2007-04,2008-06,2010-08,2007-10-16,2012-12-13,2016-09-01
NCT00542971,"Phase I-II Study of Idarubicin, Cytarabine, and Sorafenib (BAY43-9006)",https://clinicaltrials.gov/study/NCT00542971,,COMPLETED,YES,AML|Acute Myeloid Leukemia|Myelodysplastic Disorders,DRUG: Idarubicin|DRUG: Sorafenib|DRUG: Ara-C,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2007-10,2011-05,2011-05,2007-10-12,2012-07-13,2018-08-23
NCT00536575,Sorafenib and Bortezomib Treatment for Relapsed or Refractory Multiple Myeloma Patients,https://clinicaltrials.gov/study/NCT00536575,,COMPLETED,YES,Multiple Myeloma,DRUG: Bortezomib|DRUG: Sorafenib,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2007-11,2010-02,2010-08,2007-09-28,2013-02-27,2013-02-27
NCT00533923,Nonmyeloablative Allogeneic Stem Cell Transplantation From HLA-Matched Unrelated Donor for the Treatment of Hematologic Disorders,https://clinicaltrials.gov/study/NCT00533923,,COMPLETED,NO,AML|ALL|CLL|Myelodysplastic Syndrome|Non-Hodgkin's Lymphoma|Hodgkin's Lymphoma|Multiple Myeloma|Aplastic Anemia|Myeloproliferative Disorder,DRUG: Cyclophosphamide; Fludarabine; Cyclosporin; CAMPATH-1H (Alemtuzumab); GM-CSF,Beth Israel Deaconess Medical Center,Bayer,INTERVENTIONAL,2002-12,2007-01,2007-01,2007-09-24,,2016-07-18
NCT00533585,BAY 43-9006 in Previously Untreated Patients With Non-Small Cell Lung Cancer (NSCLC),https://clinicaltrials.gov/study/NCT00533585,,COMPLETED,NO,Lung Cancer,DRUG: BAY 43-9006|DRUG: Paclitaxel|DRUG: Carboplatin|DRUG: Bevacizumab,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2006-05,2016-01,2016-01,2007-09-21,,2016-02-10
NCT00530348,"Comparison of Alemtuzumab and Rebif® Efficacy in Multiple Sclerosis, Study One",https://clinicaltrials.gov/study/NCT00530348,CARE-MS I,COMPLETED,YES,"Multiple Sclerosis, Relapsing-Remitting",BIOLOGICAL: Alemtuzumab|BIOLOGICAL: Interferon beta-1a,"Genzyme, a Sanofi Company",Bayer,INTERVENTIONAL,2007-08,2011-04,2011-04,2007-09-17,2014-11-24,2014-11-24
NCT00527423,"Randomized, Single-Masked, Long-Term, Safety and Tolerability Study of VEGF Trap-Eye in AMD",https://clinicaltrials.gov/study/NCT00527423,,COMPLETED,YES,Macular Degeneration,DRUG: VEGF Trap Eye,Regeneron Pharmaceuticals,Bayer,INTERVENTIONAL,2007-08,2011-10,2011-10,2007-09-10,2013-06-12,2013-06-12
NCT00525603,CFAR Study in Patients With Chronic Lymphocytic Leukemia,https://clinicaltrials.gov/study/NCT00525603,,COMPLETED,YES,Leukemia|Chronic Lymphocytic Leukemia,DRUG: Cyclophosphamide|DRUG: Fludarabine|DRUG: Alemtuzumab|DRUG: Rituximab,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2005-06,2011-07,2011-07,2007-09-06,2013-03-04,2013-03-04
NCT00516828,Sorafenib and Low Dose Cytarabine in Older Patients With Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome,https://clinicaltrials.gov/study/NCT00516828,,COMPLETED,NO,Leukemia|Myelodysplastic Syndromes,DRUG: cytarabine,NCIC Clinical Trials Group,Bayer,INTERVENTIONAL,2007-11-27,2010-03-18,2013-01-10,2007-08-15,,2023-08-04
NCT00510250,A Phase I/II Study of Cisplatin and Radiation in Combination With Sorafenib in Cervical Cancer,https://clinicaltrials.gov/study/NCT00510250,,COMPLETED,NO,Cancer of the Cervix,DRUG: Sorafenib|DRUG: Cisplatin|PROCEDURE: Radiation,"University Health Network, Toronto",Bayer,INTERVENTIONAL,2007-06,2010-09,2015-07,2007-08-01,,2015-07-27
NCT00509795,Vascular Endothelial Growth Factor VEGF Trap-Eye:Investigation of Efficacy and Safety in Wet Age-Related Macular Degeneration(AMD),https://clinicaltrials.gov/study/NCT00509795,VIEW1,COMPLETED,YES,Macular Degeneration,"BIOLOGICAL: ranibizumab|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)",Regeneron Pharmaceuticals,Bayer,INTERVENTIONAL,2007-08,2010-09,2011-07,2007-08-01,2012-04-16,2012-12-28
NCT00509613,Phase 1 Study With Sorafenib and Sirolimus,https://clinicaltrials.gov/study/NCT00509613,,COMPLETED,NO,Advanced Solid Tumor|Refractory to Standard Therapies,DRUG: Sorafenib|DRUG: Sirolimus,Radboud University Medical Center,Bayer,INTERVENTIONAL,2007-06,2009-05,,2007-07-31,,2009-09-18
NCT00499343,G-CSF Versus G-CSF Plus GM-CSF for Stem Cell Mobilization in NHL Patients,https://clinicaltrials.gov/study/NCT00499343,,COMPLETED,YES,Lymphoma,DRUG: Etoposide|DRUG: G-CSF|DRUG: GM-CSF|DRUG: Isophosphamide|DRUG: Rituximab|PROCEDURE: Apheresis,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2004-01,2008-10,2008-10,2007-07-11,2009-07-07,2013-08-02
NCT00480389,Pre-operative Administration of Sorafenib in Patients With Metastatic Renal Cell Carcinoma Undergoing Kidney Removal,https://clinicaltrials.gov/study/NCT00480389,,COMPLETED,NO,Renal Cell Carcinoma|Metastatic Disease,DRUG: Sorafenib,"University Health Network, Toronto",Bayer,INTERVENTIONAL,2007-05,2012-10,2013-03,2007-05-30,,2015-12-09
NCT00478114,Efficacy and Safety of Sorafenib in Advanced Renal Cell Carcinoma (RCC),https://clinicaltrials.gov/study/NCT00478114,,COMPLETED,NO,Renal Cell Carcinoma,DRUG: sorafenib,Mahidol University,Bayer,INTERVENTIONAL,2007-05,2009-08,2010-03,2007-05-24,,2011-08-29
NCT00461851,"Trial of Gemcitabine, Carboplatin, and Sorafenib in Chemotherapy-naive Patients With Advanced/Metastatic Bladder Carcinoma",https://clinicaltrials.gov/study/NCT00461851,,COMPLETED,YES,Bladder Cancer,DRUG: Gemcitabine|DRUG: Carboplatin|DRUG: Sorafenib,Yale University,Bayer,INTERVENTIONAL,2007-03,2013-08,2013-08,2007-04-18,2016-11-01,2017-12-14
NCT00452218,Sorafenib Study: Dosing in Patients With Pulmonary Arterial Hypertension (PAH),https://clinicaltrials.gov/study/NCT00452218,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Sorafenib,University of Chicago,Bayer,INTERVENTIONAL,2007-03,2012-05,2012-05,2007-03-27,,2016-08-24
NCT00449280,Drug Interaction Study of Sorafenib and Rapamycin in Advanced Malignancies,https://clinicaltrials.gov/study/NCT00449280,,COMPLETED,NO,Advanced Solid Tumor,DRUG: Sorafenib|DRUG: Rapamycin|DRUG: Rapamycin,University of Chicago,Bayer,INTERVENTIONAL,2006-11,2009-06,2009-09,2007-03-20,,2013-06-12
NCT00447304,Acute Cholecystitis - Early Laparoscopic Surgery Versus Antibiotic Therapy and Delayed Elective Cholecystectomy,https://clinicaltrials.gov/study/NCT00447304,ACDC,COMPLETED,NO,Acute Cholecystitis,DRUG: moxifloxacin|PROCEDURE: cholecystectomy,Heidelberg University,Bayer,INTERVENTIONAL,2006-10,2010-11,2010-12,2007-03-14,,2012-07-23
NCT00440583,The Response Study of Yt90-Zevalin in Patients With Diffuse Large B-cell Lymphoma After 6 Cycles of CHOP,https://clinicaltrials.gov/study/NCT00440583,,COMPLETED,NO,Diffuse Large B-cell Lymphoma,DRUG: chemotherapy followed by Zevalin,Mahidol University,Bayer,INTERVENTIONAL,2006-09,2011-09,2012-05,2007-02-27,,2015-01-30
NCT00429104,Herceptin and GM-CSF for Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00429104,,COMPLETED,YES,Breast Cancer,DRUG: Herceptin|DRUG: GM-CSF,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2002-08,2009-11,2009-11,2007-01-31,2011-04-15,2012-12-06
NCT00426452,A Drug-drug Interaction Study of Oral 1250 mg of Vatalinib Administered Under Fasting and Fed Conditions With a Proton-pump Inhibitor in Healthy Sterile or Postmenopausal Female Volunteers,https://clinicaltrials.gov/study/NCT00426452,,COMPLETED,NO,Healthy,DRUG: Vatalinib,Novartis,Bayer,INTERVENTIONAL,2006-07,,,2007-01-24,,2009-11-19
NCT00408330,A Study of Azelaic Acid (AzA) 15% Gel in the Treatment of Seborrheic Dermatitis of the Face,https://clinicaltrials.gov/study/NCT00408330,,COMPLETED,NO,Seborrheic Dermatitis on the Face,DRUG: Azelaic Acid 15% Gel|DRUG: Inactive 15% gel base,LEO Pharma,Bayer,INTERVENTIONAL,2006-12,2007-03,2007-03,2006-12-06,,2023-06-09
NCT00403949,A Study of Azelaic Acid (AzA) 15% in Topical Treatment of Mild to Moderate Perioral Dermatitis,https://clinicaltrials.gov/study/NCT00403949,,COMPLETED,NO,Perioral Dermatitis,DRUG: Azelaic acid 15% gel|DRUG: Non-active base from azelaic acid 15% gel,LEO Pharma,Bayer,INTERVENTIONAL,2006-11,2007-03,2007-03,2006-11-27,,2023-06-09
NCT00403793,Hormonal Contraception in Healthy Young Men (P42306)(COMPLETED)(P06057),https://clinicaltrials.gov/study/NCT00403793,,COMPLETED,NO,Contraception,DRUG: etonogestrel with testosterone undecanoate|DRUG: Placebo,Organon and Co,Bayer,INTERVENTIONAL,2003-10,2006-12,2006-12,2006-11-27,,2022-02-04
NCT00403767,An Efficacy and Safety Study of Rivaroxaban With Warfarin for the Prevention of Stroke and Non-Central Nervous System Systemic Embolism in Patients With Non-Valvular Atrial Fibrillation,https://clinicaltrials.gov/study/NCT00403767,,COMPLETED,YES,Atrial Fibrillation|Stroke|Embolism,DRUG: Rivaroxaban|DRUG: Warfarin|DRUG: Matching placebo for Rivaroxaban arm (Warfarin placebo)|DRUG: Matching placebo for Warfarin arm (Rivaroxaban placebo),"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Bayer,INTERVENTIONAL,2006-12,2010-09,2010-09,2006-11-27,2012-07-17,2014-04-29
NCT00402597,Rivaroxaban in Combination With Aspirin Alone or With Aspirin and a Thienopyridine in Patients With Acute Coronary Syndromes (The ATLAS ACS TIMI 46 Trial),https://clinicaltrials.gov/study/NCT00402597,,COMPLETED,YES,Acute Coronary Syndrome,DRUG: Rivaroxaban/Placebo|DRUG: Placebo|DRUG: Rivaroxaban,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",Bayer,INTERVENTIONAL,2006-11,2008-10,2008-10,2006-11-22,2012-08-29,2012-10-04
NCT00390611,Paclitaxel and Carboplatin With Or Without Sorafenib In The First-Line Treatment Of Patients With Ovarian Cancer,https://clinicaltrials.gov/study/NCT00390611,,COMPLETED,YES,Ovarian Cancer,DRUG: Sorafenib|DRUG: Paclitaxel|DRUG: Carboplatin,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2006-10,2012-07,2014-04,2006-10-20,2014-12-22,2014-12-22
NCT00381004,FCR Plus Sargramostim (GM-CSF) as Frontline Therapy for Symptomatic Chronic Lymphocytic Leukemia,https://clinicaltrials.gov/study/NCT00381004,,COMPLETED,YES,Chronic Lymphocytic Leukemia,DRUG: Cyclophosphamide|DRUG: Fludarabine|DRUG: Sargramostim|DRUG: Rituximab,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2006-09,2014-12,2014-12,2006-09-27,2015-08-14,2016-01-14
NCT00376077,A Randomized Study of IVIG vs. IVIG With High Dose Methylprednisolone in Childhood ITP.,https://clinicaltrials.gov/study/NCT00376077,,COMPLETED,NO,Immune Thrombocytopenic Purpura,DRUG: Methylprednisolone and IVIG|DRUG: Placebo and IVIG,The Hospital for Sick Children,Bayer,INTERVENTIONAL,2005-08,2016-03,2016-04,2006-09-14,,2016-05-09
NCT00373373,Efficacy of Sorafenib Added to Standard Primary Therapy in Elderly Patients With Newly Diagnosed AML,https://clinicaltrials.gov/study/NCT00373373,,COMPLETED,NO,Acute Myeloid Leukemia,DRUG: Sorafenib|DRUG: Placebo,University Hospital Muenster,Bayer,INTERVENTIONAL,2006-09,2009-07,2009-07,2006-09-08,,2009-08-19
NCT00323557,Immuno-Augmentation With GM-CSF of Pneumococcal Vaccine in Chronic Lymphocytic Leukemia Patients,https://clinicaltrials.gov/study/NCT00323557,,COMPLETED,YES,Leukemia,DRUG: Sargramostim (GM-CSF)|BIOLOGICAL: Pneumococcal Vaccine,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2004-06,2011-05,2011-05,2006-05-09,2012-05-02,2012-12-05
NCT00323323,CHOP and Campath-1H in Previously Untreated Aggressive T/NK-Cell Lymphomas,https://clinicaltrials.gov/study/NCT00323323,,COMPLETED,NO,Non-Hodgkin's Lymphoma,DRUG: CHOP|DRUG: Alemtuzumab|PROCEDURE: Plasma Samples,Ohio State University Comprehensive Cancer Center,Bayer,INTERVENTIONAL,2004-03,2012-08,2016-10,2006-05-09,,2017-01-20
NCT00320775,Safety and Tolerability Study of Intravitreal VEGF-Trap Administration in Patients With Neovascular AMD,https://clinicaltrials.gov/study/NCT00320775,,COMPLETED,NO,Macular Degeneration,DRUG: VEGF Trap,Regeneron Pharmaceuticals,Bayer,INTERVENTIONAL,2005-06,2008-06,2008-08,2006-05-03,,2015-03-18
NCT00320788,Safety and Efficacy of Repeated Intravitreal Administration of Vascular Endothelial Growth Factor (VEGF) Trap in Patients With Wet Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00320788,,COMPLETED,YES,Macular Degeneration,"BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)|BIOLOGICAL: aflibercept injection (VEGF Trap-Eye, BAY86-5321)",Regeneron Pharmaceuticals,Bayer,INTERVENTIONAL,2006-04,2008-06,2008-08,2006-05-03,2012-03-01,2012-03-01
NCT00256282,Docetaxel and Vinorelbine Plus Sargramostim in Metastatic Malignant Melanoma,https://clinicaltrials.gov/study/NCT00256282,,COMPLETED,YES,Metastatic Melanoma,DRUG: Vinorelbine|DRUG: Docetaxel|DRUG: Sargramostim,John P. Fruehauf,Bayer,INTERVENTIONAL,2003-04,2012-08,2012-08,2005-11-21,2018-05-03,2018-05-03
NCT00244023,Co-Administering Testosterone With PDE5 Inhibitors in ED Patients Non Responders to PDE5 Inhibitors Alone,https://clinicaltrials.gov/study/NCT00244023,,COMPLETED,NO,Erectile Dysfunction|Hypogonadism,DRUG: Testosterone gel|DRUG: testosterone|OTHER: placebo gel,SELARL du Dr Jacques BUVAT,Bayer,INTERVENTIONAL,2005-10,2007-07,2007-07,2005-10-25,,2008-08-25
NCT00230282,"Phase 2 Fludarabine, Cytoxan and FCCAM <Alemtuzumab> in Untreated B-Cell Chronic Lymphocytic Leukemia",https://clinicaltrials.gov/study/NCT00230282,,COMPLETED,YES,Leukemia|B-cell Leukemia|Chronic Leukemia|Chronic Lymphocytic Leukemia (CLL),DRUG: Alemtuzumab|DRUG: Fludarabine|DRUG: Cytoxan,Steven E. Coutre,Bayer,INTERVENTIONAL,2004-07,2010-12,2011-10,2005-09-30,2014-09-08,2014-10-06
NCT00193466,Rituximab and Fludarabine Followed by CAMPATH-1H in Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma,https://clinicaltrials.gov/study/NCT00193466,,COMPLETED,NO,Non-Hodgkins Lymphoma,DRUG: Rituximab|DRUG: Fludarabine|DRUG: CAMPTH-1H,"SCRI Development Innovations, LLC",Bayer,INTERVENTIONAL,2002-01,2007-01,2008-04,2005-09-19,,2010-12-30
NCT00171587,"Study of the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Effects of Vatalanib in Combination With Capecitabine in Patients With Advanced Cancer",https://clinicaltrials.gov/study/NCT00171587,,COMPLETED,NO,Tumors|Neoplasm Metastasis,DRUG: PTK787/ZK 222584 (vatalanib),Novartis,Bayer,INTERVENTIONAL,2002-05,2007-03,2007-03,2005-09-15,,2009-11-19
NCT00161590,"Study of CHOP + Campath for T-Cell, Null Cell, or Natural Killer (NK)-Cell Lymphoma",https://clinicaltrials.gov/study/NCT00161590,,COMPLETED,NO,"T-Cell Lymphoma|Lymphoma, Non-Hodgkin's",DRUG: CHOP and alemtuzumab,Weill Medical College of Cornell University,Bayer,INTERVENTIONAL,2004-07,,,2005-09-12,,2008-10-22
NCT00137787,Comparing Ciprofloxacin (CPFX) With Cefepime (CFPM) in Febrile Neutropenic Patients With Hematologic Diseases,https://clinicaltrials.gov/study/NCT00137787,,COMPLETED,NO,Febrile Neutropenia,DRUG: ciprofloxacin|DRUG: cefepime,Center for Supporting Hematology-Oncology Trials,Bayer,INTERVENTIONAL,2005-04,2009-12,2010-05,2005-08-30,,2018-06-26
NCT00117299,PTK787/ZK222584 in the Treatment of Metastatic Gastrointestinal Stromal Tumors Resistant to Imatinib,https://clinicaltrials.gov/study/NCT00117299,,COMPLETED,NO,Sarcoma,DRUG: PTK787/ZK222584,University of Helsinki,Bayer,INTERVENTIONAL,2004-09,2007-09,2009-01,2005-07-06,,2010-05-27
NCT00071396,Campath-1H Plus Rituximab for CD52- and CD20- Positive Refractory or Relapsed Chronic Lymphoid Disorders,https://clinicaltrials.gov/study/NCT00071396,,COMPLETED,YES,Chronic Lymphocytic Leukemia,DRUG: Campath-1H|DRUG: Rituximab,M.D. Anderson Cancer Center,Bayer,INTERVENTIONAL,2002-10,2006-09,2007-08,2003-10-22,2011-02-25,2012-08-07
NCT00056459,Study of Oxaliplatin/5-FU/Leucovorin Plus Vatalanib Versus Oxaliplatin/5-FU/Leucovorin in Patients With Metastatic Colorectal Cancer.,https://clinicaltrials.gov/study/NCT00056459,,COMPLETED,NO,Colorectal Neoplasms|Colonic Neoplasms|Rectal Neoplasms,DRUG: Vatalanib,Novartis,Bayer,INTERVENTIONAL,2003-02,2007-01,,2003-03-14,,2020-02-10
NCT00056446,Study of Oxaliplatin/5-FU/Leucovorin Plus Vatalanib Versus Oxaliplatin/5-FU/Leucovorin in Patients With Previously Treated Metastatic Colorectal Cancer,https://clinicaltrials.gov/study/NCT00056446,,COMPLETED,NO,Colorectal Neoplasms|Colonic Neoplasms|Rectal Neoplasms,DRUG: Vatalanib,Novartis Pharmaceuticals,Bayer,INTERVENTIONAL,2003-01,2007-01,2007-01,2003-03-14,,2017-03-06
NCT00050778,"A Phase II Study Comparing Low- and High-Dose Alemtuzumab and High-Dose Rebif® in Patients With Early, Active Relapsing-Remitting Multiple Sclerosis",https://clinicaltrials.gov/study/NCT00050778,,COMPLETED,YES,"Multiple Sclerosis, Relapsing-Remitting",BIOLOGICAL: Interferon beta-1a|BIOLOGICAL: Alemtuzumab 12 mg|BIOLOGICAL: Alemtuzumab 24 mg,"Genzyme, a Sanofi Company",Bayer,INTERVENTIONAL,2002-12,2007-09,2010-01,2002-12-23,2009-08-25,2015-01-08
NCT00031096,Comparison of Efficacy and Safety of Azelaic Acid 15% Gel With Its Vehicle in Subjects With Mild to Moderate Acne,https://clinicaltrials.gov/study/NCT00031096,,COMPLETED,NO,Acne Vulgaris,"DRUG: Azelaic Acid Gel 15% (Finacea, BAY39-6251)|DRUG: Vehicle gel (SH H 655 PBA)",LEO Pharma,Bayer,INTERVENTIONAL,2002-01,2002-07,2002-07,2002-02-22,,2023-06-09
NCT02903160,"Prostate Cancer Intensive, Non-Cross Reactive Therapy (PRINT) for Castration Resistant Prostate Cancer (CRPC)",https://clinicaltrials.gov/study/NCT02903160,,COMPLETED,YES,Prostate Cancer,DRUG: Abiraterone acetate|DRUG: Prednisone|DRUG: Radium-223 dichloride|DRUG: cabazitaxel|DRUG: Carboplatin|DRUG: Enzalutamide,Icahn School of Medicine at Mount Sinai,Sanofi|Bayer,INTERVENTIONAL,2017-01-13,2021-11-15,2021-11-15,2016-09-16,2024-02-07,2024-02-07
NCT02463799,Study of Sipuleucel-T W/ or W/O Radium-223 in Men With Asymptomatic or Minimally Symptomatic Bone-MCRPC,https://clinicaltrials.gov/study/NCT02463799,,COMPLETED,YES,Prostate Cancer,DRUG: Radium-223|BIOLOGICAL: Sipuleucel-T,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Dendreon|Bayer,INTERVENTIONAL,2016-02-22,2019-12-12,2019-12-12,2015-06-04,2021-07-08,2021-07-08
NCT02164240,Phase Ib Study of SUnitinib Alternating With REgorafenib in Patients With Metastatic and/or Unresectable GIST,https://clinicaltrials.gov/study/NCT02164240,SURE,COMPLETED,YES,Gastrointestinal Stromal Tumor,DRUG: Sunitinib|DRUG: Regorafenib,Dana-Farber Cancer Institute,Bayer|Pfizer,INTERVENTIONAL,2014-07,2016-12,2021-05,2014-06-16,2019-09-12,2021-06-14
NCT00997022,Trial of Sorafenib in Hepatocellular Cancer (HCC) Transplant Patients,https://clinicaltrials.gov/study/NCT00997022,,COMPLETED,NO,Hepatocellular Cancer,DRUG: Sorafenib,Columbia University,Bayer|Amgen,INTERVENTIONAL,2009-05,2015-05,2015-05,2009-10-16,,2015-08-10
NCT00942682,Sorafenib in Combination With RAD001 in Patients With Advanced Neuroendocrine Tumors,https://clinicaltrials.gov/study/NCT00942682,,COMPLETED,NO,Neuroendocrine Tumor|Carcinoid Tumor|Pancreatic Neuroendocrine Tumor,DRUG: Sorafenib|DRUG: RAD001,Dana-Farber Cancer Institute,Novartis|Bayer,INTERVENTIONAL,2009-07,2013-03,2013-03,2009-07-21,,2014-04-29
NCT02459119,Study of Regorafenib for Urothelial Cancer Following Chemotherapy (UAB 1477),https://clinicaltrials.gov/study/NCT02459119,,COMPLETED,YES,"Urothelial Cancer (Urinary Bladder, Ureters, or Renal Pelvis Cancer)",DRUG: Regorafenib,University of Alabama at Birmingham,"Bayer Healthcare Pharmaceuticals, Inc./Bayer Schering Pharma",INTERVENTIONAL,2015-05,2019-02,2020-04,2015-06-01,2020-04-15,2020-08-06
